series_id,date,realtime_start,realtime_end,value,value_float
ADPMNUSNERSA,2026-01-01,2026-02-04,2026-03-03,132281000.0,132281000.0
ADPMNUSNERSA,2026-02-01,2026-03-04,2026-03-31,132333000.0,132333000.0
ADPMNUSNERSA,2026-03-01,2026-04-01,2026-05-05,132398000.0,132398000.0
ADPMNUSNERSA,2026-04-01,2026-05-06,2026-06-02,132506000.0,132506000.0
ADPMNUSNERSA,2026-05-01,2026-06-03,9999-12-31,132624000.0,132624000.0
ADPMNUSNERSA,2026-06-01,2026-07-01,2026-08-04,132722000.0,132722000.0
ADPMNUSNERSA,2026-07-01,2026-08-05,9999-12-31,132763000.0,132763000.0
