indicator,release_date,target_date,published_value
PAYEMS_monthly_change_thousands,2024-05-03,2024-04-01,175.0
PAYEMS_monthly_change_thousands,2024-06-07,2024-05-01,272.0
PAYEMS_monthly_change_thousands,2024-07-05,2024-06-01,206.0
PAYEMS_monthly_change_thousands,2024-08-02,2024-07-01,114.0
PAYEMS_monthly_change_thousands,2024-09-06,2024-08-01,142.0
PAYEMS_monthly_change_thousands,2024-10-04,2024-09-01,254.0
PAYEMS_monthly_change_thousands,2024-11-01,2024-10-01,12.0
PAYEMS_monthly_change_thousands,2024-12-06,2024-11-01,227.0
PAYEMS_monthly_change_thousands,2025-01-10,2024-12-01,256.0
PAYEMS_monthly_change_thousands,2025-02-07,2025-01-01,143.0
PAYEMS_monthly_change_thousands,2025-03-07,2025-02-01,151.0
PAYEMS_monthly_change_thousands,2025-04-04,2025-03-01,228.0
PAYEMS_monthly_change_thousands,2025-05-02,2025-04-01,177.0
PAYEMS_monthly_change_thousands,2025-06-06,2025-05-01,139.0
PAYEMS_monthly_change_thousands,2025-07-03,2025-06-01,147.0
PAYEMS_monthly_change_thousands,2025-08-01,2025-07-01,73.0
PAYEMS_monthly_change_thousands,2025-09-05,2025-08-01,22.0
PAYEMS_monthly_change_thousands,2025-11-20,2025-09-01,119.0
PAYEMS_monthly_change_thousands,2025-12-16,2025-10-01,-105.0
PAYEMS_monthly_change_thousands,2025-12-16,2025-11-01,64.0
PAYEMS_monthly_change_thousands,2026-01-09,2025-12-01,50.0
PAYEMS_monthly_change_thousands,2026-02-11,2026-01-01,130.0
PAYEMS_monthly_change_thousands,2026-03-06,2026-02-01,-92.0
PAYEMS_monthly_change_thousands,2026-04-03,2026-03-01,178.0
PAYEMS_monthly_change_thousands,2026-05-08,2026-04-01,115.0
PAYEMS_monthly_change_thousands,2026-06-05,2026-05-01,172.0
PAYEMS_monthly_change_thousands,2026-07-02,2026-06-01,57.0
