term,coefficient,std_error,t_stat,train_n,train_r2,train_adj_r2,train_rmse,test_n,test_r2,test_rmse,test_mae
intercept,594.3113747069665,335.6308625661925,1.770729217697486,36,0.5363054254486574,0.4928340590844691,76.6593392883661,6.0,0.05523173780932544,89.47195892593552,61.38023144852505
adp_initial_change_thousands,0.002832731519960774,0.17710541758982024,0.015994606819546526,36,0.5363054254486574,0.4928340590844691,76.6593392883661,6.0,0.05523173780932544,89.47195892593552,61.38023144852505
gov_job_openings_available_thousands,0.6151013047329852,0.1641935747942856,3.7461959489196315,36,0.5363054254486574,0.4928340590844691,76.6593392883661,6.0,0.05523173780932544,89.47195892593552,61.38023144852505
claims_avg_mixed_count,-0.004364795958909255,0.001285790367339763,-3.394640424892748,36,0.5363054254486574,0.4928340590844691,76.6593392883661,6.0,0.05523173780932544,89.47195892593552,61.38023144852505
