term,coefficient,std_error,t_stat,train_n,train_r2,train_adj_r2,train_rmse,test_n,test_r2,test_rmse,test_mae
intercept,1281.8963590869491,331.8843885413416,3.862478632155571,36,0.33294660417343125,0.2925191256384877,91.94526404012326,6.0,-1.6967787355019714,151.16350588045927,128.54787397544112
adp_initial_change_thousands,0.435902539069295,0.1584700752677075,2.750693077749309,36,0.33294660417343125,0.2925191256384877,91.94526404012326,6.0,-1.6967787355019714,151.16350588045927,128.54787397544112
claims_avg_mixed_count,-0.005145595267180658,0.001498547246838801,-3.4337224121797547,36,0.33294660417343125,0.2925191256384877,91.94526404012326,6.0,-1.6967787355019714,151.16350588045927,128.54787397544112
