indicator,release_date,target_date,published_value,revised_value,change
ADP_monthly_change_thousands,2026-02-04,2024-07-01,42.0,120.0,78.0
ADP_monthly_change_thousands,2026-02-04,2024-08-01,180.0,46.0,-134.0
ADP_monthly_change_thousands,2026-02-04,2024-09-01,194.0,-21.0,-215.0
ADP_monthly_change_thousands,2026-02-04,2024-10-01,221.0,-12.0,-233.0
ADP_monthly_change_thousands,2026-02-04,2024-11-01,204.0,102.0,-102.0
ADP_monthly_change_thousands,2026-02-04,2024-12-01,176.0,157.0,-19.0
ADP_monthly_change_thousands,2026-02-04,2025-01-01,186.0,140.0,-46.0
ADP_monthly_change_thousands,2026-02-04,2025-02-01,84.0,14.0,-70.0
ADP_monthly_change_thousands,2026-02-04,2025-03-01,147.0,-53.0,-200.0
ADP_monthly_change_thousands,2026-02-04,2025-04-01,60.0,-23.0,-83.0
ADP_monthly_change_thousands,2026-02-04,2025-05-01,29.0,-24.0,-53.0
ADP_monthly_change_thousands,2026-02-04,2025-06-01,-23.0,-1.0,22.0
ADP_monthly_change_thousands,2026-02-04,2025-07-01,104.0,77.0,-27.0
ADP_monthly_change_thousands,2026-02-04,2025-08-01,-3.0,49.0,52.0
ADP_monthly_change_thousands,2026-02-04,2025-09-01,-29.0,88.0,117.0
ADP_monthly_change_thousands,2026-02-04,2025-10-01,47.0,20.0,-27.0
ADP_monthly_change_thousands,2026-02-04,2025-11-01,-29.0,74.0,103.0
ADP_monthly_change_thousands,2026-02-04,2025-12-01,41.0,37.0,-4.0
ADP_monthly_change_thousands,2026-03-04,2026-01-01,22.0,11.0,-11.0
ADP_monthly_change_thousands,2026-04-01,2026-02-01,63.0,66.0,3.0
ADP_monthly_change_thousands,2026-05-06,2026-03-01,62.0,61.0,-1.0
ADP_monthly_change_thousands,2026-06-03,2026-04-01,109.0,105.0,-4.0
ADP_monthly_change_thousands,2026-08-05,2026-06-01,98.0,95.0,-3.0
ICSA_weekly_level_count,2020-01-23,2020-01-11,204000.0,205000.0,1000.0
ICSA_weekly_level_count,2020-01-30,2020-01-18,211000.0,223000.0,12000.0
ICSA_weekly_level_count,2020-02-06,2020-01-25,216000.0,217000.0,1000.0
ICSA_weekly_level_count,2020-02-13,2020-02-01,202000.0,203000.0,1000.0
ICSA_weekly_level_count,2020-02-20,2020-02-08,205000.0,206000.0,1000.0
ICSA_weekly_level_count,2020-02-27,2020-02-15,210000.0,211000.0,1000.0
ICSA_weekly_level_count,2020-03-12,2020-02-29,216000.0,215000.0,-1000.0
ICSA_weekly_level_count,2020-03-19,2020-01-04,214000.0,212000.0,-2000.0
ICSA_weekly_level_count,2020-03-19,2020-01-11,205000.0,207000.0,2000.0
ICSA_weekly_level_count,2020-03-19,2020-01-18,223000.0,220000.0,-3000.0
ICSA_weekly_level_count,2020-03-19,2020-01-25,217000.0,212000.0,-5000.0
ICSA_weekly_level_count,2020-03-19,2020-02-01,203000.0,201000.0,-2000.0
ICSA_weekly_level_count,2020-03-19,2020-02-08,206000.0,204000.0,-2000.0
ICSA_weekly_level_count,2020-03-19,2020-02-15,211000.0,215000.0,4000.0
ICSA_weekly_level_count,2020-03-19,2020-02-22,219000.0,220000.0,1000.0
ICSA_weekly_level_count,2020-03-19,2020-02-29,215000.0,217000.0,2000.0
ICSA_weekly_level_count,2020-03-26,2020-03-14,281000.0,282000.0,1000.0
ICSA_weekly_level_count,2020-04-02,2020-03-21,3283000.0,3307000.0,24000.0
ICSA_weekly_level_count,2020-04-09,2020-03-28,6648000.0,6867000.0,219000.0
ICSA_weekly_level_count,2020-04-16,2020-04-04,6606000.0,6615000.0,9000.0
ICSA_weekly_level_count,2020-04-23,2020-04-11,5245000.0,5237000.0,-8000.0
ICSA_weekly_level_count,2020-04-30,2020-04-18,4427000.0,4442000.0,15000.0
ICSA_weekly_level_count,2020-05-07,2020-04-25,3839000.0,3846000.0,7000.0
ICSA_weekly_level_count,2020-05-14,2020-04-25,3846000.0,3867000.0,21000.0
ICSA_weekly_level_count,2020-05-14,2020-05-02,3169000.0,3176000.0,7000.0
ICSA_weekly_level_count,2020-05-21,2020-05-09,2981000.0,2687000.0,-294000.0
ICSA_weekly_level_count,2020-05-28,2020-05-16,2438000.0,2446000.0,8000.0
ICSA_weekly_level_count,2020-06-04,2020-05-23,2123000.0,2126000.0,3000.0
ICSA_weekly_level_count,2020-06-11,2020-05-23,2126000.0,2123000.0,-3000.0
ICSA_weekly_level_count,2020-06-11,2020-05-30,1877000.0,1897000.0,20000.0
ICSA_weekly_level_count,2020-06-18,2020-06-06,1542000.0,1566000.0,24000.0
ICSA_weekly_level_count,2020-06-25,2020-06-13,1508000.0,1540000.0,32000.0
ICSA_weekly_level_count,2020-07-02,2020-06-20,1480000.0,1482000.0,2000.0
ICSA_weekly_level_count,2020-07-09,2020-06-27,1427000.0,1413000.0,-14000.0
ICSA_weekly_level_count,2020-07-16,2020-06-27,1413000.0,1408000.0,-5000.0
ICSA_weekly_level_count,2020-07-16,2020-07-04,1314000.0,1310000.0,-4000.0
ICSA_weekly_level_count,2020-07-23,2020-07-11,1300000.0,1307000.0,7000.0
ICSA_weekly_level_count,2020-07-30,2020-07-11,1307000.0,1308000.0,1000.0
ICSA_weekly_level_count,2020-07-30,2020-07-18,1416000.0,1422000.0,6000.0
ICSA_weekly_level_count,2020-08-06,2020-07-25,1434000.0,1435000.0,1000.0
ICSA_weekly_level_count,2020-08-13,2020-08-01,1186000.0,1191000.0,5000.0
ICSA_weekly_level_count,2020-08-20,2020-08-08,963000.0,971000.0,8000.0
ICSA_weekly_level_count,2020-08-27,2020-08-15,1106000.0,1104000.0,-2000.0
ICSA_weekly_level_count,2020-09-03,2020-08-22,1006000.0,1011000.0,5000.0
ICSA_weekly_level_count,2020-09-10,2020-08-29,881000.0,884000.0,3000.0
ICSA_weekly_level_count,2020-09-17,2020-09-05,884000.0,893000.0,9000.0
ICSA_weekly_level_count,2020-09-24,2020-09-12,860000.0,866000.0,6000.0
ICSA_weekly_level_count,2020-10-01,2020-09-19,870000.0,873000.0,3000.0
ICSA_weekly_level_count,2020-10-08,2020-09-26,837000.0,849000.0,12000.0
ICSA_weekly_level_count,2020-10-15,2020-10-03,840000.0,845000.0,5000.0
ICSA_weekly_level_count,2020-10-22,2020-10-03,845000.0,767000.0,-78000.0
ICSA_weekly_level_count,2020-10-22,2020-10-10,898000.0,842000.0,-56000.0
ICSA_weekly_level_count,2020-10-29,2020-10-17,787000.0,791000.0,4000.0
ICSA_weekly_level_count,2020-11-05,2020-10-17,791000.0,797000.0,6000.0
ICSA_weekly_level_count,2020-11-05,2020-10-24,751000.0,758000.0,7000.0
ICSA_weekly_level_count,2020-11-12,2020-10-31,751000.0,757000.0,6000.0
ICSA_weekly_level_count,2020-11-19,2020-11-07,709000.0,711000.0,2000.0
ICSA_weekly_level_count,2020-11-25,2020-11-14,742000.0,748000.0,6000.0
ICSA_weekly_level_count,2020-12-03,2020-11-21,778000.0,787000.0,9000.0
ICSA_weekly_level_count,2020-12-10,2020-11-28,712000.0,716000.0,4000.0
ICSA_weekly_level_count,2020-12-17,2020-12-05,853000.0,862000.0,9000.0
ICSA_weekly_level_count,2020-12-23,2020-12-12,885000.0,892000.0,7000.0
ICSA_weekly_level_count,2020-12-31,2020-12-19,803000.0,806000.0,3000.0
ICSA_weekly_level_count,2021-01-07,2020-12-26,787000.0,790000.0,3000.0
ICSA_weekly_level_count,2021-01-14,2020-12-26,790000.0,782000.0,-8000.0
ICSA_weekly_level_count,2021-01-14,2021-01-02,787000.0,784000.0,-3000.0
ICSA_weekly_level_count,2021-01-21,2021-01-09,965000.0,926000.0,-39000.0
ICSA_weekly_level_count,2021-01-28,2021-01-09,926000.0,927000.0,1000.0
ICSA_weekly_level_count,2021-01-28,2021-01-16,900000.0,914000.0,14000.0
ICSA_weekly_level_count,2021-02-04,2021-01-16,914000.0,875000.0,-39000.0
ICSA_weekly_level_count,2021-02-04,2021-01-23,847000.0,812000.0,-35000.0
ICSA_weekly_level_count,2021-02-11,2021-01-30,779000.0,812000.0,33000.0
ICSA_weekly_level_count,2021-02-18,2021-02-06,793000.0,848000.0,55000.0
ICSA_weekly_level_count,2021-02-25,2021-02-13,861000.0,841000.0,-20000.0
ICSA_weekly_level_count,2021-03-04,2021-02-13,841000.0,834000.0,-7000.0
ICSA_weekly_level_count,2021-03-04,2021-02-20,730000.0,736000.0,6000.0
ICSA_weekly_level_count,2021-03-11,2021-02-27,745000.0,754000.0,9000.0
ICSA_weekly_level_count,2021-03-18,2021-03-06,712000.0,725000.0,13000.0
ICSA_weekly_level_count,2021-03-25,2021-03-13,770000.0,781000.0,11000.0
ICSA_weekly_level_count,2021-04-01,2020-01-04,212000.0,210000.0,-2000.0
ICSA_weekly_level_count,2021-04-01,2020-01-11,207000.0,206000.0,-1000.0
ICSA_weekly_level_count,2021-04-01,2020-01-18,220000.0,219000.0,-1000.0
ICSA_weekly_level_count,2021-04-01,2020-01-25,212000.0,210000.0,-2000.0
ICSA_weekly_level_count,2021-04-01,2020-02-01,201000.0,205000.0,4000.0
ICSA_weekly_level_count,2021-04-01,2020-02-08,204000.0,207000.0,3000.0
ICSA_weekly_level_count,2021-04-01,2020-02-22,220000.0,218000.0,-2000.0
ICSA_weekly_level_count,2021-04-01,2020-02-29,217000.0,216000.0,-1000.0
ICSA_weekly_level_count,2021-04-01,2020-03-07,211000.0,212000.0,1000.0
ICSA_weekly_level_count,2021-04-01,2020-03-14,282000.0,256000.0,-26000.0
ICSA_weekly_level_count,2021-04-01,2020-03-21,3307000.0,2923000.0,-384000.0
ICSA_weekly_level_count,2021-04-01,2020-03-28,6867000.0,5985000.0,-882000.0
ICSA_weekly_level_count,2021-04-01,2020-04-04,6615000.0,6149000.0,-466000.0
ICSA_weekly_level_count,2021-04-01,2020-04-11,5237000.0,4869000.0,-368000.0
ICSA_weekly_level_count,2021-04-01,2020-04-18,4442000.0,4202000.0,-240000.0
ICSA_weekly_level_count,2021-04-01,2020-04-25,3867000.0,3451000.0,-416000.0
ICSA_weekly_level_count,2021-04-01,2020-05-02,3176000.0,2784000.0,-392000.0
ICSA_weekly_level_count,2021-04-01,2020-05-09,2687000.0,2315000.0,-372000.0
ICSA_weekly_level_count,2021-04-01,2020-05-16,2446000.0,2149000.0,-297000.0
ICSA_weekly_level_count,2021-04-01,2020-05-23,2123000.0,1887000.0,-236000.0
ICSA_weekly_level_count,2021-04-01,2020-05-30,1897000.0,1605000.0,-292000.0
ICSA_weekly_level_count,2021-04-01,2020-06-06,1566000.0,1537000.0,-29000.0
ICSA_weekly_level_count,2021-04-01,2020-06-13,1540000.0,1472000.0,-68000.0
ICSA_weekly_level_count,2021-04-01,2020-06-20,1482000.0,1460000.0,-22000.0
ICSA_weekly_level_count,2021-04-01,2020-06-27,1408000.0,1436000.0,28000.0
ICSA_weekly_level_count,2021-04-01,2020-07-04,1310000.0,1398000.0,88000.0
ICSA_weekly_level_count,2021-04-01,2020-07-11,1308000.0,1479000.0,171000.0
ICSA_weekly_level_count,2021-04-01,2020-07-18,1422000.0,1398000.0,-24000.0
ICSA_weekly_level_count,2021-04-01,2020-07-25,1435000.0,1262000.0,-173000.0
ICSA_weekly_level_count,2021-04-01,2020-08-01,1191000.0,1043000.0,-148000.0
ICSA_weekly_level_count,2021-04-01,2020-08-08,971000.0,883000.0,-88000.0
ICSA_weekly_level_count,2021-04-01,2020-08-15,1104000.0,920000.0,-184000.0
ICSA_weekly_level_count,2021-04-01,2020-08-22,1011000.0,872000.0,-139000.0
ICSA_weekly_level_count,2021-04-01,2020-08-29,884000.0,875000.0,-9000.0
ICSA_weekly_level_count,2021-04-01,2020-09-05,893000.0,881000.0,-12000.0
ICSA_weekly_level_count,2021-04-01,2020-09-12,866000.0,860000.0,-6000.0
ICSA_weekly_level_count,2021-04-01,2020-09-19,873000.0,860000.0,-13000.0
ICSA_weekly_level_count,2021-04-01,2020-09-26,849000.0,803000.0,-46000.0
ICSA_weekly_level_count,2021-04-01,2020-10-03,767000.0,782000.0,15000.0
ICSA_weekly_level_count,2021-04-01,2020-10-10,842000.0,833000.0,-9000.0
ICSA_weekly_level_count,2021-04-01,2020-10-17,797000.0,798000.0,1000.0
ICSA_weekly_level_count,2021-04-01,2020-10-24,758000.0,768000.0,10000.0
ICSA_weekly_level_count,2021-04-01,2020-10-31,757000.0,765000.0,8000.0
ICSA_weekly_level_count,2021-04-01,2020-11-07,711000.0,728000.0,17000.0
ICSA_weekly_level_count,2021-04-01,2020-11-14,748000.0,732000.0,-16000.0
ICSA_weekly_level_count,2021-04-01,2020-11-21,787000.0,762000.0,-25000.0
ICSA_weekly_level_count,2021-04-01,2020-11-28,716000.0,719000.0,3000.0
ICSA_weekly_level_count,2021-04-01,2020-12-05,862000.0,853000.0,-9000.0
ICSA_weekly_level_count,2021-04-01,2020-12-12,892000.0,873000.0,-19000.0
ICSA_weekly_level_count,2021-04-01,2020-12-19,806000.0,803000.0,-3000.0
ICSA_weekly_level_count,2021-04-01,2020-12-26,782000.0,763000.0,-19000.0
ICSA_weekly_level_count,2021-04-01,2021-01-02,784000.0,781000.0,-3000.0
ICSA_weekly_level_count,2021-04-01,2021-01-09,927000.0,904000.0,-23000.0
ICSA_weekly_level_count,2021-04-01,2021-01-16,875000.0,886000.0,11000.0
ICSA_weekly_level_count,2021-04-01,2021-01-23,812000.0,836000.0,24000.0
ICSA_weekly_level_count,2021-04-01,2021-01-30,812000.0,837000.0,25000.0
ICSA_weekly_level_count,2021-04-01,2021-02-06,848000.0,863000.0,15000.0
ICSA_weekly_level_count,2021-04-01,2021-02-13,834000.0,847000.0,13000.0
ICSA_weekly_level_count,2021-04-01,2021-02-20,736000.0,747000.0,11000.0
ICSA_weekly_level_count,2021-04-01,2021-02-27,754000.0,761000.0,7000.0
ICSA_weekly_level_count,2021-04-01,2021-03-06,725000.0,734000.0,9000.0
ICSA_weekly_level_count,2021-04-01,2021-03-13,781000.0,765000.0,-16000.0
ICSA_weekly_level_count,2021-04-01,2021-03-20,684000.0,658000.0,-26000.0
ICSA_weekly_level_count,2021-04-08,2021-03-27,719000.0,728000.0,9000.0
ICSA_weekly_level_count,2021-04-15,2021-03-27,728000.0,729000.0,1000.0
ICSA_weekly_level_count,2021-04-15,2021-04-03,744000.0,769000.0,25000.0
ICSA_weekly_level_count,2021-04-22,2021-04-03,769000.0,742000.0,-27000.0
ICSA_weekly_level_count,2021-04-22,2021-04-10,576000.0,586000.0,10000.0
ICSA_weekly_level_count,2021-04-29,2021-04-17,547000.0,566000.0,19000.0
ICSA_weekly_level_count,2021-05-06,2021-04-24,553000.0,590000.0,37000.0
ICSA_weekly_level_count,2021-05-13,2021-05-01,498000.0,507000.0,9000.0
ICSA_weekly_level_count,2021-05-20,2021-05-08,473000.0,478000.0,5000.0
ICSA_weekly_level_count,2021-06-03,2021-05-22,406000.0,405000.0,-1000.0
ICSA_weekly_level_count,2021-06-17,2021-05-29,385000.0,388000.0,3000.0
ICSA_weekly_level_count,2021-06-17,2021-06-05,376000.0,375000.0,-1000.0
ICSA_weekly_level_count,2021-06-24,2021-06-05,375000.0,374000.0,-1000.0
ICSA_weekly_level_count,2021-06-24,2021-06-12,412000.0,418000.0,6000.0
ICSA_weekly_level_count,2021-07-01,2021-06-19,411000.0,415000.0,4000.0
ICSA_weekly_level_count,2021-07-08,2021-06-19,415000.0,416000.0,1000.0
ICSA_weekly_level_count,2021-07-08,2021-06-26,364000.0,371000.0,7000.0
ICSA_weekly_level_count,2021-07-15,2021-06-26,371000.0,368000.0,-3000.0
ICSA_weekly_level_count,2021-07-15,2021-07-03,373000.0,386000.0,13000.0
ICSA_weekly_level_count,2021-07-22,2021-07-10,360000.0,368000.0,8000.0
ICSA_weekly_level_count,2021-07-29,2021-07-17,419000.0,424000.0,5000.0
ICSA_weekly_level_count,2021-08-05,2021-07-24,400000.0,399000.0,-1000.0
ICSA_weekly_level_count,2021-08-12,2021-07-31,385000.0,387000.0,2000.0
ICSA_weekly_level_count,2021-08-19,2021-08-07,375000.0,377000.0,2000.0
ICSA_weekly_level_count,2021-08-26,2021-08-14,348000.0,349000.0,1000.0
ICSA_weekly_level_count,2021-09-02,2021-08-21,353000.0,354000.0,1000.0
ICSA_weekly_level_count,2021-09-09,2021-08-28,340000.0,345000.0,5000.0
ICSA_weekly_level_count,2021-09-16,2021-09-04,310000.0,312000.0,2000.0
ICSA_weekly_level_count,2021-09-23,2021-09-11,332000.0,335000.0,3000.0
ICSA_weekly_level_count,2021-10-07,2021-09-25,362000.0,364000.0,2000.0
ICSA_weekly_level_count,2021-10-14,2021-10-02,326000.0,329000.0,3000.0
ICSA_weekly_level_count,2021-10-21,2021-10-09,293000.0,296000.0,3000.0
ICSA_weekly_level_count,2021-10-28,2021-10-16,290000.0,291000.0,1000.0
ICSA_weekly_level_count,2021-11-04,2021-10-23,281000.0,283000.0,2000.0
ICSA_weekly_level_count,2021-11-10,2021-10-30,269000.0,271000.0,2000.0
ICSA_weekly_level_count,2021-11-18,2021-11-06,267000.0,269000.0,2000.0
ICSA_weekly_level_count,2021-11-24,2021-11-13,268000.0,270000.0,2000.0
ICSA_weekly_level_count,2021-12-02,2021-11-20,199000.0,194000.0,-5000.0
ICSA_weekly_level_count,2021-12-09,2021-11-27,222000.0,227000.0,5000.0
ICSA_weekly_level_count,2021-12-16,2021-12-04,184000.0,188000.0,4000.0
ICSA_weekly_level_count,2021-12-23,2021-12-11,206000.0,205000.0,-1000.0
ICSA_weekly_level_count,2021-12-30,2021-12-18,205000.0,206000.0,1000.0
ICSA_weekly_level_count,2022-01-06,2021-12-25,198000.0,200000.0,2000.0
ICSA_weekly_level_count,2022-01-20,2022-01-08,230000.0,231000.0,1000.0
ICSA_weekly_level_count,2022-01-27,2022-01-15,286000.0,290000.0,4000.0
ICSA_weekly_level_count,2022-02-03,2022-01-22,260000.0,261000.0,1000.0
ICSA_weekly_level_count,2022-02-10,2022-01-29,238000.0,239000.0,1000.0
ICSA_weekly_level_count,2022-02-17,2022-02-05,223000.0,225000.0,2000.0
ICSA_weekly_level_count,2022-02-24,2022-02-12,248000.0,249000.0,1000.0
ICSA_weekly_level_count,2022-03-03,2022-02-19,232000.0,233000.0,1000.0
ICSA_weekly_level_count,2022-03-10,2022-02-26,215000.0,216000.0,1000.0
ICSA_weekly_level_count,2022-03-17,2022-03-05,227000.0,229000.0,2000.0
ICSA_weekly_level_count,2022-03-24,2022-03-12,214000.0,215000.0,1000.0
ICSA_weekly_level_count,2022-03-31,2022-03-19,187000.0,188000.0,1000.0
ICSA_weekly_level_count,2022-04-07,2020-01-04,210000.0,217000.0,7000.0
ICSA_weekly_level_count,2022-04-07,2020-01-11,206000.0,203000.0,-3000.0
ICSA_weekly_level_count,2022-04-07,2020-01-18,219000.0,211000.0,-8000.0
ICSA_weekly_level_count,2022-04-07,2020-01-25,210000.0,200000.0,-10000.0
ICSA_weekly_level_count,2022-04-07,2020-02-01,205000.0,191000.0,-14000.0
ICSA_weekly_level_count,2022-04-07,2020-02-08,207000.0,186000.0,-21000.0
ICSA_weekly_level_count,2022-04-07,2020-02-15,215000.0,190000.0,-25000.0
ICSA_weekly_level_count,2022-04-07,2020-02-22,218000.0,196000.0,-22000.0
ICSA_weekly_level_count,2022-04-07,2020-02-29,216000.0,190000.0,-26000.0
ICSA_weekly_level_count,2022-04-07,2020-03-07,212000.0,186000.0,-26000.0
ICSA_weekly_level_count,2022-04-07,2020-03-14,256000.0,221000.0,-35000.0
ICSA_weekly_level_count,2022-04-07,2020-03-21,2923000.0,2914000.0,-9000.0
ICSA_weekly_level_count,2022-04-07,2020-03-28,5985000.0,5946000.0,-39000.0
ICSA_weekly_level_count,2022-04-07,2020-04-04,6149000.0,6137000.0,-12000.0
ICSA_weekly_level_count,2022-04-07,2020-04-18,4202000.0,4201000.0,-1000.0
ICSA_weekly_level_count,2022-04-07,2020-04-25,3451000.0,3446000.0,-5000.0
ICSA_weekly_level_count,2022-04-07,2020-05-02,2784000.0,2796000.0,12000.0
ICSA_weekly_level_count,2022-04-07,2020-05-09,2315000.0,2335000.0,20000.0
ICSA_weekly_level_count,2022-04-07,2020-05-16,2149000.0,2176000.0,27000.0
ICSA_weekly_level_count,2022-04-07,2020-05-23,1887000.0,1921000.0,34000.0
ICSA_weekly_level_count,2022-04-07,2020-05-30,1605000.0,1639000.0,34000.0
ICSA_weekly_level_count,2022-04-07,2020-06-06,1537000.0,1575000.0,38000.0
ICSA_weekly_level_count,2022-04-07,2020-06-13,1472000.0,1473000.0,1000.0
ICSA_weekly_level_count,2022-04-07,2020-06-20,1460000.0,1467000.0,7000.0
ICSA_weekly_level_count,2022-04-07,2020-06-27,1436000.0,1446000.0,10000.0
ICSA_weekly_level_count,2022-04-07,2020-07-04,1398000.0,1413000.0,15000.0
ICSA_weekly_level_count,2022-04-07,2020-07-11,1479000.0,1468000.0,-11000.0
ICSA_weekly_level_count,2022-04-07,2020-07-18,1398000.0,1393000.0,-5000.0
ICSA_weekly_level_count,2022-04-07,2020-07-25,1262000.0,1260000.0,-2000.0
ICSA_weekly_level_count,2022-04-07,2020-08-01,1043000.0,1044000.0,1000.0
ICSA_weekly_level_count,2022-04-07,2020-08-08,883000.0,884000.0,1000.0
ICSA_weekly_level_count,2022-04-07,2020-08-15,920000.0,927000.0,7000.0
ICSA_weekly_level_count,2022-04-07,2020-08-22,872000.0,876000.0,4000.0
ICSA_weekly_level_count,2022-04-07,2020-08-29,875000.0,881000.0,6000.0
ICSA_weekly_level_count,2022-04-07,2020-09-05,881000.0,892000.0,11000.0
ICSA_weekly_level_count,2022-04-07,2020-09-12,860000.0,861000.0,1000.0
ICSA_weekly_level_count,2022-04-07,2020-09-19,860000.0,859000.0,-1000.0
ICSA_weekly_level_count,2022-04-07,2020-09-26,803000.0,795000.0,-8000.0
ICSA_weekly_level_count,2022-04-07,2020-10-03,782000.0,785000.0,3000.0
ICSA_weekly_level_count,2022-04-07,2020-10-10,833000.0,839000.0,6000.0
ICSA_weekly_level_count,2022-04-07,2020-10-17,798000.0,804000.0,6000.0
ICSA_weekly_level_count,2022-04-07,2020-10-24,768000.0,776000.0,8000.0
ICSA_weekly_level_count,2022-04-07,2020-10-31,765000.0,773000.0,8000.0
ICSA_weekly_level_count,2022-04-07,2020-11-07,728000.0,737000.0,9000.0
ICSA_weekly_level_count,2022-04-07,2020-11-14,732000.0,738000.0,6000.0
ICSA_weekly_level_count,2022-04-07,2020-11-21,762000.0,793000.0,31000.0
ICSA_weekly_level_count,2022-04-07,2020-11-28,719000.0,737000.0,18000.0
ICSA_weekly_level_count,2022-04-07,2020-12-05,853000.0,873000.0,20000.0
ICSA_weekly_level_count,2022-04-07,2020-12-12,873000.0,886000.0,13000.0
ICSA_weekly_level_count,2022-04-07,2020-12-19,803000.0,815000.0,12000.0
ICSA_weekly_level_count,2022-04-07,2020-12-26,763000.0,773000.0,10000.0
ICSA_weekly_level_count,2022-04-07,2021-01-02,781000.0,803000.0,22000.0
ICSA_weekly_level_count,2022-04-07,2021-01-09,904000.0,890000.0,-14000.0
ICSA_weekly_level_count,2022-04-07,2021-01-16,886000.0,844000.0,-42000.0
ICSA_weekly_level_count,2022-04-07,2021-01-23,836000.0,799000.0,-37000.0
ICSA_weekly_level_count,2022-04-07,2021-01-30,837000.0,803000.0,-34000.0
ICSA_weekly_level_count,2022-04-07,2021-02-06,863000.0,812000.0,-51000.0
ICSA_weekly_level_count,2022-04-07,2021-02-13,847000.0,802000.0,-45000.0
ICSA_weekly_level_count,2022-04-07,2021-02-20,747000.0,702000.0,-45000.0
ICSA_weekly_level_count,2022-04-07,2021-02-27,761000.0,704000.0,-57000.0
ICSA_weekly_level_count,2022-04-07,2021-03-06,734000.0,693000.0,-41000.0
ICSA_weekly_level_count,2022-04-07,2021-03-13,765000.0,699000.0,-66000.0
ICSA_weekly_level_count,2022-04-07,2021-03-20,658000.0,627000.0,-31000.0
ICSA_weekly_level_count,2022-04-07,2021-03-27,729000.0,658000.0,-71000.0
ICSA_weekly_level_count,2022-04-07,2021-04-03,742000.0,645000.0,-97000.0
ICSA_weekly_level_count,2022-04-07,2021-04-10,586000.0,571000.0,-15000.0
ICSA_weekly_level_count,2022-04-07,2021-04-24,590000.0,574000.0,-16000.0
ICSA_weekly_level_count,2022-04-07,2021-05-01,507000.0,517000.0,10000.0
ICSA_weekly_level_count,2022-04-07,2021-05-08,478000.0,494000.0,16000.0
ICSA_weekly_level_count,2022-04-07,2021-05-15,444000.0,467000.0,23000.0
ICSA_weekly_level_count,2022-04-07,2021-05-22,405000.0,441000.0,36000.0
ICSA_weekly_level_count,2022-04-07,2021-05-29,388000.0,427000.0,39000.0
ICSA_weekly_level_count,2022-04-07,2021-06-05,374000.0,420000.0,46000.0
ICSA_weekly_level_count,2022-04-07,2021-06-12,418000.0,429000.0,11000.0
ICSA_weekly_level_count,2022-04-07,2021-06-19,416000.0,424000.0,8000.0
ICSA_weekly_level_count,2022-04-07,2021-06-26,368000.0,405000.0,37000.0
ICSA_weekly_level_count,2022-04-07,2021-07-03,386000.0,403000.0,17000.0
ICSA_weekly_level_count,2022-04-07,2021-07-10,368000.0,391000.0,23000.0
ICSA_weekly_level_count,2022-04-07,2021-07-24,399000.0,411000.0,12000.0
ICSA_weekly_level_count,2022-04-07,2021-07-31,387000.0,414000.0,27000.0
ICSA_weekly_level_count,2022-04-07,2021-08-07,377000.0,416000.0,39000.0
ICSA_weekly_level_count,2022-04-07,2021-08-14,349000.0,405000.0,56000.0
ICSA_weekly_level_count,2022-04-07,2021-08-21,354000.0,395000.0,41000.0
ICSA_weekly_level_count,2022-04-07,2021-08-28,345000.0,381000.0,36000.0
ICSA_weekly_level_count,2022-04-07,2021-09-04,312000.0,361000.0,49000.0
ICSA_weekly_level_count,2022-04-07,2021-09-11,335000.0,363000.0,28000.0
ICSA_weekly_level_count,2022-04-07,2021-09-18,351000.0,380000.0,29000.0
ICSA_weekly_level_count,2022-04-07,2021-09-25,364000.0,376000.0,12000.0
ICSA_weekly_level_count,2022-04-07,2021-10-02,329000.0,340000.0,11000.0
ICSA_weekly_level_count,2022-04-07,2021-10-09,296000.0,317000.0,21000.0
ICSA_weekly_level_count,2022-04-07,2021-10-16,291000.0,310000.0,19000.0
ICSA_weekly_level_count,2022-04-07,2021-10-23,283000.0,294000.0,11000.0
ICSA_weekly_level_count,2022-04-07,2021-10-30,271000.0,280000.0,9000.0
ICSA_weekly_level_count,2022-04-07,2021-11-06,269000.0,279000.0,10000.0
ICSA_weekly_level_count,2022-04-07,2021-11-13,270000.0,265000.0,-5000.0
ICSA_weekly_level_count,2022-04-07,2021-11-20,194000.0,244000.0,50000.0
ICSA_weekly_level_count,2022-04-07,2021-11-27,227000.0,240000.0,13000.0
ICSA_weekly_level_count,2022-04-07,2021-12-04,188000.0,228000.0,40000.0
ICSA_weekly_level_count,2022-04-07,2021-12-11,205000.0,228000.0,23000.0
ICSA_weekly_level_count,2022-04-07,2021-12-18,206000.0,220000.0,14000.0
ICSA_weekly_level_count,2022-04-07,2021-12-25,200000.0,211000.0,11000.0
ICSA_weekly_level_count,2022-04-07,2022-01-01,207000.0,224000.0,17000.0
ICSA_weekly_level_count,2022-04-07,2022-01-08,231000.0,238000.0,7000.0
ICSA_weekly_level_count,2022-04-07,2022-01-15,290000.0,240000.0,-50000.0
ICSA_weekly_level_count,2022-04-07,2022-01-22,261000.0,222000.0,-39000.0
ICSA_weekly_level_count,2022-04-07,2022-01-29,239000.0,214000.0,-25000.0
ICSA_weekly_level_count,2022-04-07,2022-02-05,225000.0,191000.0,-34000.0
ICSA_weekly_level_count,2022-04-07,2022-02-12,249000.0,209000.0,-40000.0
