indicator,release_date,target_date,published_value,revised_value,change
ICSA_weekly_level_count,2022-04-07,2022-02-19,233000.0,198000.0,-35000.0
ICSA_weekly_level_count,2022-04-07,2022-02-26,216000.0,182000.0,-34000.0
ICSA_weekly_level_count,2022-04-07,2022-03-05,229000.0,198000.0,-31000.0
ICSA_weekly_level_count,2022-04-07,2022-03-12,215000.0,177000.0,-38000.0
ICSA_weekly_level_count,2022-04-07,2022-03-19,188000.0,166000.0,-22000.0
ICSA_weekly_level_count,2022-04-07,2022-03-26,202000.0,171000.0,-31000.0
ICSA_weekly_level_count,2022-04-14,2022-04-02,166000.0,167000.0,1000.0
ICSA_weekly_level_count,2022-04-21,2022-04-02,167000.0,168000.0,1000.0
ICSA_weekly_level_count,2022-04-21,2022-04-09,185000.0,186000.0,1000.0
ICSA_weekly_level_count,2022-04-28,2022-04-16,184000.0,185000.0,1000.0
ICSA_weekly_level_count,2022-05-05,2022-04-23,180000.0,181000.0,1000.0
ICSA_weekly_level_count,2022-05-12,2022-04-30,200000.0,202000.0,2000.0
ICSA_weekly_level_count,2022-05-19,2022-05-07,203000.0,197000.0,-6000.0
ICSA_weekly_level_count,2022-06-02,2022-05-21,210000.0,211000.0,1000.0
ICSA_weekly_level_count,2022-06-09,2022-05-28,200000.0,202000.0,2000.0
ICSA_weekly_level_count,2022-06-16,2022-06-04,229000.0,232000.0,3000.0
ICSA_weekly_level_count,2022-06-23,2022-06-11,229000.0,231000.0,2000.0
ICSA_weekly_level_count,2022-06-30,2022-06-18,229000.0,233000.0,4000.0
ICSA_weekly_level_count,2022-07-21,2022-07-02,235000.0,236000.0,1000.0
ICSA_weekly_level_count,2022-07-28,2022-07-16,251000.0,261000.0,10000.0
ICSA_weekly_level_count,2022-08-04,2022-07-23,256000.0,254000.0,-2000.0
ICSA_weekly_level_count,2022-08-11,2022-07-23,254000.0,237000.0,-17000.0
ICSA_weekly_level_count,2022-08-11,2022-07-30,260000.0,248000.0,-12000.0
ICSA_weekly_level_count,2022-08-18,2022-08-06,262000.0,252000.0,-10000.0
ICSA_weekly_level_count,2022-08-25,2022-08-13,250000.0,245000.0,-5000.0
ICSA_weekly_level_count,2022-09-01,2022-08-20,243000.0,237000.0,-6000.0
ICSA_weekly_level_count,2022-09-08,2022-08-27,232000.0,228000.0,-4000.0
ICSA_weekly_level_count,2022-09-15,2022-09-03,222000.0,218000.0,-4000.0
ICSA_weekly_level_count,2022-09-22,2022-09-10,213000.0,208000.0,-5000.0
ICSA_weekly_level_count,2022-09-29,2022-09-17,213000.0,209000.0,-4000.0
ICSA_weekly_level_count,2022-10-06,2022-09-24,193000.0,190000.0,-3000.0
ICSA_weekly_level_count,2022-10-20,2022-10-08,228000.0,226000.0,-2000.0
ICSA_weekly_level_count,2022-11-03,2022-10-22,217000.0,218000.0,1000.0
ICSA_weekly_level_count,2022-11-10,2022-10-29,217000.0,218000.0,1000.0
ICSA_weekly_level_count,2022-11-17,2022-11-05,225000.0,226000.0,1000.0
ICSA_weekly_level_count,2022-11-23,2022-11-12,222000.0,223000.0,1000.0
ICSA_weekly_level_count,2022-12-01,2022-11-19,240000.0,241000.0,1000.0
ICSA_weekly_level_count,2022-12-08,2022-11-26,225000.0,226000.0,1000.0
ICSA_weekly_level_count,2022-12-15,2022-12-03,230000.0,231000.0,1000.0
ICSA_weekly_level_count,2022-12-22,2022-12-10,211000.0,214000.0,3000.0
ICSA_weekly_level_count,2022-12-29,2022-12-10,214000.0,212000.0,-2000.0
ICSA_weekly_level_count,2023-01-05,2022-12-24,225000.0,223000.0,-2000.0
ICSA_weekly_level_count,2023-01-12,2022-12-31,204000.0,206000.0,2000.0
ICSA_weekly_level_count,2023-01-26,2023-01-07,205000.0,206000.0,1000.0
ICSA_weekly_level_count,2023-01-26,2023-01-14,190000.0,192000.0,2000.0
ICSA_weekly_level_count,2023-02-16,2023-02-04,196000.0,195000.0,-1000.0
ICSA_weekly_level_count,2023-02-23,2023-02-11,194000.0,195000.0,1000.0
ICSA_weekly_level_count,2023-03-16,2023-03-04,211000.0,212000.0,1000.0
ICSA_weekly_level_count,2023-04-06,2020-01-04,217000.0,222000.0,5000.0
ICSA_weekly_level_count,2023-04-06,2020-01-11,203000.0,209000.0,6000.0
ICSA_weekly_level_count,2023-04-06,2020-01-18,211000.0,221000.0,10000.0
ICSA_weekly_level_count,2023-04-06,2020-01-25,200000.0,210000.0,10000.0
ICSA_weekly_level_count,2023-04-06,2020-02-01,191000.0,208000.0,17000.0
ICSA_weekly_level_count,2023-04-06,2020-02-08,186000.0,207000.0,21000.0
ICSA_weekly_level_count,2023-04-06,2020-02-15,190000.0,210000.0,20000.0
ICSA_weekly_level_count,2023-04-06,2020-02-22,196000.0,222000.0,26000.0
ICSA_weekly_level_count,2023-04-06,2020-02-29,190000.0,219000.0,29000.0
ICSA_weekly_level_count,2023-04-06,2020-03-07,186000.0,213000.0,27000.0
ICSA_weekly_level_count,2023-04-06,2020-03-14,221000.0,278000.0,57000.0
ICSA_weekly_level_count,2023-04-06,2021-06-12,429000.0,428000.0,-1000.0
ICSA_weekly_level_count,2023-04-06,2021-06-19,424000.0,422000.0,-2000.0
ICSA_weekly_level_count,2023-04-06,2021-06-26,405000.0,372000.0,-33000.0
ICSA_weekly_level_count,2023-04-06,2021-07-03,403000.0,362000.0,-41000.0
ICSA_weekly_level_count,2023-04-06,2021-07-10,391000.0,350000.0,-41000.0
ICSA_weekly_level_count,2023-04-06,2021-07-17,424000.0,379000.0,-45000.0
ICSA_weekly_level_count,2023-04-06,2021-07-24,411000.0,363000.0,-48000.0
ICSA_weekly_level_count,2023-04-06,2021-07-31,414000.0,365000.0,-49000.0
ICSA_weekly_level_count,2023-04-06,2021-08-07,416000.0,351000.0,-65000.0
ICSA_weekly_level_count,2023-04-06,2021-08-14,405000.0,356000.0,-49000.0
ICSA_weekly_level_count,2023-04-06,2021-08-21,395000.0,347000.0,-48000.0
ICSA_weekly_level_count,2023-04-06,2021-08-28,381000.0,343000.0,-38000.0
ICSA_weekly_level_count,2023-04-06,2021-09-04,361000.0,330000.0,-31000.0
ICSA_weekly_level_count,2023-04-06,2021-09-11,363000.0,332000.0,-31000.0
ICSA_weekly_level_count,2023-04-06,2021-09-18,380000.0,344000.0,-36000.0
ICSA_weekly_level_count,2023-04-06,2021-09-25,376000.0,356000.0,-20000.0
ICSA_weekly_level_count,2023-04-06,2021-10-02,340000.0,307000.0,-33000.0
ICSA_weekly_level_count,2023-04-06,2021-10-09,317000.0,289000.0,-28000.0
ICSA_weekly_level_count,2023-04-06,2021-10-16,310000.0,288000.0,-22000.0
ICSA_weekly_level_count,2023-04-06,2021-10-23,294000.0,269000.0,-25000.0
ICSA_weekly_level_count,2023-04-06,2021-10-30,280000.0,264000.0,-16000.0
ICSA_weekly_level_count,2023-04-06,2021-11-06,279000.0,257000.0,-22000.0
ICSA_weekly_level_count,2023-04-06,2021-11-13,265000.0,250000.0,-15000.0
ICSA_weekly_level_count,2023-04-06,2021-11-20,244000.0,226000.0,-18000.0
ICSA_weekly_level_count,2023-04-06,2021-11-27,240000.0,225000.0,-15000.0
ICSA_weekly_level_count,2023-04-06,2021-12-04,228000.0,216000.0,-12000.0
ICSA_weekly_level_count,2023-04-06,2021-12-11,228000.0,222000.0,-6000.0
ICSA_weekly_level_count,2023-04-06,2021-12-18,220000.0,217000.0,-3000.0
ICSA_weekly_level_count,2023-04-06,2021-12-25,211000.0,203000.0,-8000.0
ICSA_weekly_level_count,2023-04-06,2022-01-01,224000.0,228000.0,4000.0
ICSA_weekly_level_count,2023-04-06,2022-01-08,238000.0,243000.0,5000.0
ICSA_weekly_level_count,2023-04-06,2022-01-15,240000.0,251000.0,11000.0
ICSA_weekly_level_count,2023-04-06,2022-01-22,222000.0,232000.0,10000.0
ICSA_weekly_level_count,2023-04-06,2022-01-29,214000.0,233000.0,19000.0
ICSA_weekly_level_count,2023-04-06,2022-02-05,191000.0,217000.0,26000.0
ICSA_weekly_level_count,2023-04-06,2022-02-12,209000.0,232000.0,23000.0
ICSA_weekly_level_count,2023-04-06,2022-02-19,198000.0,226000.0,28000.0
ICSA_weekly_level_count,2023-04-06,2022-02-26,182000.0,213000.0,31000.0
ICSA_weekly_level_count,2023-04-06,2022-03-05,198000.0,228000.0,30000.0
ICSA_weekly_level_count,2023-04-06,2022-03-12,177000.0,216000.0,39000.0
ICSA_weekly_level_count,2023-04-06,2022-03-19,166000.0,214000.0,48000.0
ICSA_weekly_level_count,2023-04-06,2022-03-26,171000.0,214000.0,43000.0
ICSA_weekly_level_count,2023-04-06,2022-04-02,168000.0,214000.0,46000.0
ICSA_weekly_level_count,2023-04-06,2022-04-09,186000.0,222000.0,36000.0
ICSA_weekly_level_count,2023-04-06,2022-04-16,185000.0,217000.0,32000.0
ICSA_weekly_level_count,2023-04-06,2022-04-23,181000.0,207000.0,26000.0
ICSA_weekly_level_count,2023-04-06,2022-04-30,202000.0,218000.0,16000.0
ICSA_weekly_level_count,2023-04-06,2022-05-07,197000.0,210000.0,13000.0
ICSA_weekly_level_count,2023-04-06,2022-05-14,218000.0,222000.0,4000.0
ICSA_weekly_level_count,2023-04-06,2022-05-21,211000.0,215000.0,4000.0
ICSA_weekly_level_count,2023-04-06,2022-06-04,232000.0,221000.0,-11000.0
ICSA_weekly_level_count,2023-04-06,2022-06-11,231000.0,217000.0,-14000.0
ICSA_weekly_level_count,2023-04-06,2022-06-18,233000.0,216000.0,-17000.0
ICSA_weekly_level_count,2023-04-06,2022-06-25,231000.0,213000.0,-18000.0
ICSA_weekly_level_count,2023-04-06,2022-07-02,236000.0,212000.0,-24000.0
ICSA_weekly_level_count,2023-04-06,2022-07-09,244000.0,221000.0,-23000.0
ICSA_weekly_level_count,2023-04-06,2022-07-16,261000.0,213000.0,-48000.0
ICSA_weekly_level_count,2023-04-06,2022-07-23,237000.0,211000.0,-26000.0
ICSA_weekly_level_count,2023-04-06,2022-07-30,248000.0,218000.0,-30000.0
ICSA_weekly_level_count,2023-04-06,2022-08-06,252000.0,214000.0,-38000.0
ICSA_weekly_level_count,2023-04-06,2022-08-13,245000.0,213000.0,-32000.0
ICSA_weekly_level_count,2023-04-06,2022-08-20,237000.0,208000.0,-29000.0
ICSA_weekly_level_count,2023-04-06,2022-08-27,228000.0,206000.0,-22000.0
ICSA_weekly_level_count,2023-04-06,2022-09-03,218000.0,197000.0,-21000.0
ICSA_weekly_level_count,2023-04-06,2022-09-10,208000.0,192000.0,-16000.0
ICSA_weekly_level_count,2023-04-06,2022-09-17,209000.0,191000.0,-18000.0
ICSA_weekly_level_count,2023-04-06,2022-09-24,190000.0,182000.0,-8000.0
ICSA_weekly_level_count,2023-04-06,2022-10-01,219000.0,198000.0,-21000.0
ICSA_weekly_level_count,2023-04-06,2022-10-08,226000.0,206000.0,-20000.0
ICSA_weekly_level_count,2023-04-06,2022-10-15,214000.0,198000.0,-16000.0
ICSA_weekly_level_count,2023-04-06,2022-10-22,218000.0,201000.0,-17000.0
ICSA_weekly_level_count,2023-04-06,2022-10-29,218000.0,204000.0,-14000.0
ICSA_weekly_level_count,2023-04-06,2022-11-05,226000.0,207000.0,-19000.0
ICSA_weekly_level_count,2023-04-06,2022-11-12,223000.0,211000.0,-12000.0
ICSA_weekly_level_count,2023-04-06,2022-11-19,241000.0,219000.0,-22000.0
ICSA_weekly_level_count,2023-04-06,2022-11-26,226000.0,213000.0,-13000.0
ICSA_weekly_level_count,2023-04-06,2022-12-03,231000.0,216000.0,-15000.0
ICSA_weekly_level_count,2023-04-06,2022-12-10,212000.0,206000.0,-6000.0
ICSA_weekly_level_count,2023-04-06,2022-12-17,216000.0,212000.0,-4000.0
ICSA_weekly_level_count,2023-04-06,2022-12-24,223000.0,213000.0,-10000.0
ICSA_weekly_level_count,2023-04-06,2023-01-07,206000.0,205000.0,-1000.0
ICSA_weekly_level_count,2023-04-06,2023-01-14,192000.0,200000.0,8000.0
ICSA_weekly_level_count,2023-04-06,2023-01-21,186000.0,194000.0,8000.0
ICSA_weekly_level_count,2023-04-06,2023-01-28,183000.0,199000.0,16000.0
ICSA_weekly_level_count,2023-04-06,2023-02-04,195000.0,220000.0,25000.0
ICSA_weekly_level_count,2023-04-06,2023-02-11,195000.0,216000.0,21000.0
ICSA_weekly_level_count,2023-04-06,2023-02-18,192000.0,217000.0,25000.0
ICSA_weekly_level_count,2023-04-06,2023-02-25,190000.0,221000.0,31000.0
ICSA_weekly_level_count,2023-04-06,2023-03-04,212000.0,245000.0,33000.0
ICSA_weekly_level_count,2023-04-06,2023-03-11,192000.0,230000.0,38000.0
ICSA_weekly_level_count,2023-04-06,2023-03-18,191000.0,247000.0,56000.0
ICSA_weekly_level_count,2023-04-06,2023-03-25,198000.0,246000.0,48000.0
ICSA_weekly_level_count,2023-04-20,2023-04-08,239000.0,240000.0,1000.0
ICSA_weekly_level_count,2023-04-27,2023-04-15,245000.0,246000.0,1000.0
ICSA_weekly_level_count,2023-05-04,2023-04-22,230000.0,229000.0,-1000.0
ICSA_weekly_level_count,2023-05-25,2023-05-06,264000.0,231000.0,-33000.0
ICSA_weekly_level_count,2023-05-25,2023-05-13,242000.0,225000.0,-17000.0
ICSA_weekly_level_count,2023-06-01,2023-05-20,229000.0,230000.0,1000.0
ICSA_weekly_level_count,2023-06-08,2023-05-27,232000.0,233000.0,1000.0
ICSA_weekly_level_count,2023-06-15,2023-06-03,261000.0,262000.0,1000.0
ICSA_weekly_level_count,2023-06-22,2023-06-10,262000.0,264000.0,2000.0
ICSA_weekly_level_count,2023-06-29,2023-06-17,264000.0,265000.0,1000.0
ICSA_weekly_level_count,2023-07-06,2023-06-24,239000.0,236000.0,-3000.0
ICSA_weekly_level_count,2023-07-13,2023-07-01,248000.0,249000.0,1000.0
ICSA_weekly_level_count,2023-08-17,2023-08-05,248000.0,250000.0,2000.0
ICSA_weekly_level_count,2023-08-24,2023-08-12,239000.0,240000.0,1000.0
ICSA_weekly_level_count,2023-08-31,2023-08-19,230000.0,232000.0,2000.0
ICSA_weekly_level_count,2023-09-07,2023-08-26,228000.0,229000.0,1000.0
ICSA_weekly_level_count,2023-09-14,2023-09-02,216000.0,217000.0,1000.0
ICSA_weekly_level_count,2023-09-21,2023-09-09,220000.0,221000.0,1000.0
ICSA_weekly_level_count,2023-09-28,2023-09-16,201000.0,202000.0,1000.0
ICSA_weekly_level_count,2023-10-05,2023-09-23,204000.0,205000.0,1000.0
ICSA_weekly_level_count,2023-10-12,2023-09-30,207000.0,209000.0,2000.0
ICSA_weekly_level_count,2023-10-19,2023-10-07,209000.0,211000.0,2000.0
ICSA_weekly_level_count,2023-10-26,2023-10-14,198000.0,200000.0,2000.0
ICSA_weekly_level_count,2023-11-02,2023-10-21,210000.0,212000.0,2000.0
ICSA_weekly_level_count,2023-11-09,2023-10-28,217000.0,220000.0,3000.0
ICSA_weekly_level_count,2023-11-16,2023-11-04,217000.0,218000.0,1000.0
ICSA_weekly_level_count,2023-11-22,2023-11-11,231000.0,233000.0,2000.0
ICSA_weekly_level_count,2023-11-30,2023-11-18,209000.0,211000.0,2000.0
ICSA_weekly_level_count,2023-12-07,2023-11-25,218000.0,219000.0,1000.0
ICSA_weekly_level_count,2023-12-14,2023-12-02,220000.0,221000.0,1000.0
ICSA_weekly_level_count,2023-12-21,2023-12-09,202000.0,203000.0,1000.0
ICSA_weekly_level_count,2023-12-28,2023-12-16,205000.0,206000.0,1000.0
ICSA_weekly_level_count,2024-01-04,2023-12-23,218000.0,220000.0,2000.0
ICSA_weekly_level_count,2024-01-11,2023-12-30,202000.0,203000.0,1000.0
ICSA_weekly_level_count,2024-01-18,2024-01-06,202000.0,203000.0,1000.0
ICSA_weekly_level_count,2024-01-25,2024-01-13,187000.0,189000.0,2000.0
ICSA_weekly_level_count,2024-02-01,2024-01-20,214000.0,215000.0,1000.0
ICSA_weekly_level_count,2024-02-08,2024-01-27,224000.0,227000.0,3000.0
ICSA_weekly_level_count,2024-02-15,2024-02-03,218000.0,220000.0,2000.0
ICSA_weekly_level_count,2024-02-22,2024-02-10,212000.0,213000.0,1000.0
ICSA_weekly_level_count,2024-02-29,2024-02-17,201000.0,202000.0,1000.0
ICSA_weekly_level_count,2024-03-07,2024-02-24,215000.0,217000.0,2000.0
ICSA_weekly_level_count,2024-03-14,2024-02-24,217000.0,213000.0,-4000.0
ICSA_weekly_level_count,2024-03-14,2024-03-02,217000.0,210000.0,-7000.0
ICSA_weekly_level_count,2024-03-21,2020-01-11,209000.0,207000.0,-2000.0
ICSA_weekly_level_count,2024-03-21,2020-01-25,210000.0,208000.0,-2000.0
ICSA_weekly_level_count,2024-03-21,2020-02-01,208000.0,205000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2020-02-08,207000.0,202000.0,-5000.0
ICSA_weekly_level_count,2024-03-21,2020-02-15,210000.0,207000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2020-02-22,222000.0,217000.0,-5000.0
ICSA_weekly_level_count,2024-03-21,2020-02-29,219000.0,213000.0,-6000.0
ICSA_weekly_level_count,2024-03-21,2020-03-07,213000.0,207000.0,-6000.0
ICSA_weekly_level_count,2024-03-21,2020-03-14,278000.0,271000.0,-7000.0
ICSA_weekly_level_count,2024-03-21,2021-07-03,362000.0,370000.0,8000.0
ICSA_weekly_level_count,2024-03-21,2021-07-10,350000.0,339000.0,-11000.0
ICSA_weekly_level_count,2024-03-21,2021-07-17,379000.0,388000.0,9000.0
ICSA_weekly_level_count,2024-03-21,2021-07-24,363000.0,381000.0,18000.0
ICSA_weekly_level_count,2024-03-21,2021-07-31,365000.0,381000.0,16000.0
ICSA_weekly_level_count,2024-03-21,2021-08-07,351000.0,361000.0,10000.0
ICSA_weekly_level_count,2024-03-21,2021-08-14,356000.0,368000.0,12000.0
ICSA_weekly_level_count,2024-03-21,2021-08-21,347000.0,360000.0,13000.0
ICSA_weekly_level_count,2024-03-21,2021-08-28,343000.0,353000.0,10000.0
ICSA_weekly_level_count,2024-03-21,2021-09-04,330000.0,338000.0,8000.0
ICSA_weekly_level_count,2024-03-21,2021-09-11,332000.0,344000.0,12000.0
ICSA_weekly_level_count,2024-03-21,2021-09-18,344000.0,367000.0,23000.0
ICSA_weekly_level_count,2024-03-21,2021-09-25,356000.0,369000.0,13000.0
ICSA_weekly_level_count,2024-03-21,2021-10-02,307000.0,315000.0,8000.0
ICSA_weekly_level_count,2024-03-21,2021-10-09,289000.0,291000.0,2000.0
ICSA_weekly_level_count,2024-03-21,2021-10-16,288000.0,291000.0,3000.0
ICSA_weekly_level_count,2024-03-21,2021-10-23,269000.0,268000.0,-1000.0
ICSA_weekly_level_count,2024-03-21,2021-10-30,264000.0,261000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2021-11-06,257000.0,251000.0,-6000.0
ICSA_weekly_level_count,2024-03-21,2021-11-13,250000.0,248000.0,-2000.0
ICSA_weekly_level_count,2024-03-21,2021-11-20,226000.0,223000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2021-11-27,225000.0,222000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2021-12-04,216000.0,208000.0,-8000.0
ICSA_weekly_level_count,2024-03-21,2021-12-11,222000.0,228000.0,6000.0
ICSA_weekly_level_count,2024-03-21,2021-12-18,217000.0,213000.0,-4000.0
ICSA_weekly_level_count,2024-03-21,2021-12-25,203000.0,195000.0,-8000.0
ICSA_weekly_level_count,2024-03-21,2022-01-01,228000.0,225000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2022-01-08,243000.0,247000.0,4000.0
ICSA_weekly_level_count,2024-03-21,2022-01-15,251000.0,244000.0,-7000.0
ICSA_weekly_level_count,2024-03-21,2022-01-22,232000.0,237000.0,5000.0
ICSA_weekly_level_count,2024-03-21,2022-01-29,233000.0,230000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2022-02-05,217000.0,209000.0,-8000.0
ICSA_weekly_level_count,2024-03-21,2022-02-19,226000.0,222000.0,-4000.0
ICSA_weekly_level_count,2024-03-21,2022-02-26,213000.0,208000.0,-5000.0
ICSA_weekly_level_count,2024-03-21,2022-03-05,228000.0,220000.0,-8000.0
ICSA_weekly_level_count,2024-03-21,2022-03-12,216000.0,215000.0,-1000.0
ICSA_weekly_level_count,2024-03-21,2022-03-19,214000.0,206000.0,-8000.0
ICSA_weekly_level_count,2024-03-21,2022-03-26,214000.0,212000.0,-2000.0
ICSA_weekly_level_count,2024-03-21,2022-04-02,214000.0,213000.0,-1000.0
ICSA_weekly_level_count,2024-03-21,2022-04-09,222000.0,215000.0,-7000.0
ICSA_weekly_level_count,2024-03-21,2022-04-16,217000.0,209000.0,-8000.0
ICSA_weekly_level_count,2024-03-21,2022-04-23,207000.0,210000.0,3000.0
ICSA_weekly_level_count,2024-03-21,2022-04-30,218000.0,219000.0,1000.0
ICSA_weekly_level_count,2024-03-21,2022-05-07,210000.0,206000.0,-4000.0
ICSA_weekly_level_count,2024-03-21,2022-05-14,222000.0,224000.0,2000.0
ICSA_weekly_level_count,2024-03-21,2022-05-21,215000.0,212000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2022-05-28,202000.0,201000.0,-1000.0
ICSA_weekly_level_count,2024-03-21,2022-06-04,221000.0,215000.0,-6000.0
ICSA_weekly_level_count,2024-03-21,2022-06-11,217000.0,214000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2022-07-02,212000.0,214000.0,2000.0
ICSA_weekly_level_count,2024-03-21,2022-07-09,221000.0,216000.0,-5000.0
ICSA_weekly_level_count,2024-03-21,2022-07-16,213000.0,217000.0,4000.0
ICSA_weekly_level_count,2024-03-21,2022-07-23,211000.0,221000.0,10000.0
ICSA_weekly_level_count,2024-03-21,2022-07-30,218000.0,229000.0,11000.0
ICSA_weekly_level_count,2024-03-21,2022-08-06,214000.0,221000.0,7000.0
ICSA_weekly_level_count,2024-03-21,2022-08-13,213000.0,220000.0,7000.0
ICSA_weekly_level_count,2024-03-21,2022-08-20,208000.0,216000.0,8000.0
ICSA_weekly_level_count,2024-03-21,2022-08-27,206000.0,210000.0,4000.0
ICSA_weekly_level_count,2024-03-21,2022-09-03,197000.0,205000.0,8000.0
ICSA_weekly_level_count,2024-03-21,2022-09-10,192000.0,197000.0,5000.0
ICSA_weekly_level_count,2024-03-21,2022-09-17,191000.0,202000.0,11000.0
ICSA_weekly_level_count,2024-03-21,2022-09-24,182000.0,187000.0,5000.0
ICSA_weekly_level_count,2024-03-21,2022-10-01,198000.0,204000.0,6000.0
ICSA_weekly_level_count,2024-03-21,2022-10-08,206000.0,207000.0,1000.0
ICSA_weekly_level_count,2024-03-21,2022-10-15,198000.0,200000.0,2000.0
ICSA_weekly_level_count,2024-03-21,2022-10-29,204000.0,202000.0,-2000.0
ICSA_weekly_level_count,2024-03-21,2022-11-05,207000.0,204000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2022-11-12,211000.0,208000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2022-11-26,213000.0,209000.0,-4000.0
ICSA_weekly_level_count,2024-03-21,2022-12-03,216000.0,210000.0,-6000.0
ICSA_weekly_level_count,2024-03-21,2022-12-10,206000.0,211000.0,5000.0
ICSA_weekly_level_count,2024-03-21,2022-12-17,212000.0,211000.0,-1000.0
ICSA_weekly_level_count,2024-03-21,2022-12-24,213000.0,207000.0,-6000.0
ICSA_weekly_level_count,2024-03-21,2022-12-31,206000.0,203000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2023-01-07,205000.0,207000.0,2000.0
ICSA_weekly_level_count,2024-03-21,2023-01-14,200000.0,203000.0,3000.0
ICSA_weekly_level_count,2024-03-21,2023-01-21,194000.0,202000.0,8000.0
ICSA_weekly_level_count,2024-03-21,2023-02-04,220000.0,214000.0,-6000.0
ICSA_weekly_level_count,2024-03-21,2023-02-11,216000.0,217000.0,1000.0
ICSA_weekly_level_count,2024-03-21,2023-02-18,217000.0,215000.0,-2000.0
ICSA_weekly_level_count,2024-03-21,2023-02-25,221000.0,208000.0,-13000.0
ICSA_weekly_level_count,2024-03-21,2023-03-04,245000.0,227000.0,-18000.0
ICSA_weekly_level_count,2024-03-21,2023-03-11,230000.0,221000.0,-9000.0
ICSA_weekly_level_count,2024-03-21,2023-03-18,247000.0,228000.0,-19000.0
ICSA_weekly_level_count,2024-03-21,2023-03-25,246000.0,232000.0,-14000.0
ICSA_weekly_level_count,2024-03-21,2023-04-01,228000.0,216000.0,-12000.0
ICSA_weekly_level_count,2024-03-21,2023-04-08,240000.0,220000.0,-20000.0
ICSA_weekly_level_count,2024-03-21,2023-04-15,246000.0,224000.0,-22000.0
ICSA_weekly_level_count,2024-03-21,2023-04-22,229000.0,209000.0,-20000.0
ICSA_weekly_level_count,2024-03-21,2023-04-29,242000.0,214000.0,-28000.0
ICSA_weekly_level_count,2024-03-21,2023-05-06,231000.0,225000.0,-6000.0
ICSA_weekly_level_count,2024-03-21,2023-05-20,230000.0,227000.0,-3000.0
ICSA_weekly_level_count,2024-03-21,2023-05-27,233000.0,231000.0,-2000.0
ICSA_weekly_level_count,2024-03-21,2023-06-03,262000.0,255000.0,-7000.0
ICSA_weekly_level_count,2024-03-21,2023-06-10,264000.0,260000.0,-4000.0
ICSA_weekly_level_count,2024-03-21,2023-06-17,265000.0,261000.0,-4000.0
ICSA_weekly_level_count,2024-03-21,2023-06-24,236000.0,238000.0,2000.0
ICSA_weekly_level_count,2024-03-21,2023-07-01,249000.0,248000.0,-1000.0
ICSA_weekly_level_count,2024-03-21,2023-07-08,237000.0,232000.0,-5000.0
ICSA_weekly_level_count,2024-03-21,2023-07-15,228000.0,231000.0,3000.0
ICSA_weekly_level_count,2024-03-21,2023-07-22,221000.0,231000.0,10000.0
ICSA_weekly_level_count,2024-03-21,2023-07-29,227000.0,240000.0,13000.0
ICSA_weekly_level_count,2024-03-21,2023-08-05,250000.0,258000.0,8000.0
ICSA_weekly_level_count,2024-03-21,2023-08-12,240000.0,248000.0,8000.0
ICSA_weekly_level_count,2024-03-21,2023-08-19,232000.0,241000.0,9000.0
ICSA_weekly_level_count,2024-03-21,2023-08-26,229000.0,234000.0,5000.0
ICSA_weekly_level_count,2024-03-21,2023-09-02,217000.0,228000.0,11000.0
ICSA_weekly_level_count,2024-03-21,2023-09-09,221000.0,227000.0,6000.0
ICSA_weekly_level_count,2024-03-21,2023-09-16,202000.0,210000.0,8000.0
ICSA_weekly_level_count,2024-03-21,2023-09-23,205000.0,213000.0,8000.0
ICSA_weekly_level_count,2024-03-21,2023-09-30,209000.0,216000.0,7000.0
ICSA_weekly_level_count,2024-03-21,2023-10-14,200000.0,202000.0,2000.0
ICSA_weekly_level_count,2024-03-21,2023-10-21,212000.0,213000.0,1000.0
ICSA_weekly_level_count,2024-03-21,2023-10-28,220000.0,216000.0,-4000.0
ICSA_weekly_level_count,2024-03-21,2023-11-04,218000.0,216000.0,-2000.0
ICSA_weekly_level_count,2024-03-21,2023-11-11,233000.0,228000.0,-5000.0
ICSA_weekly_level_count,2024-03-21,2023-11-18,211000.0,213000.0,2000.0
ICSA_weekly_level_count,2024-03-21,2023-11-25,219000.0,213000.0,-6000.0
ICSA_weekly_level_count,2024-03-21,2023-12-02,221000.0,216000.0,-5000.0
ICSA_weekly_level_count,2024-03-21,2023-12-09,203000.0,205000.0,2000.0
ICSA_weekly_level_count,2024-03-21,2023-12-16,206000.0,207000.0,1000.0
ICSA_weekly_level_count,2024-03-21,2023-12-23,220000.0,213000.0,-7000.0
ICSA_weekly_level_count,2024-03-21,2023-12-30,203000.0,198000.0,-5000.0
ICSA_weekly_level_count,2024-03-21,2024-01-06,203000.0,198000.0,-5000.0
