decision_date,next_date,stage1_themes,candidate_stocks,portfolio_stocks,formation_objective_pct,theme_proxy_return,next_kospi_return,theme_proxy_excess,stock_return_available,stock_coverage_weight
20260303,20260304,122,159,5,10.1,-0.1441,-0.1206,-0.023500000000000007,,0.0
20260313,20260316,195,127,5,4.5,-0.015700000000000002,0.0127,-0.0284,,0.0
20260320,20260324,210,28,5,2.99,0.020180000000000003,0.0274,-0.007219999999999997,,0.0
20260327,20260330,58,136,5,1.7080000000000004,-0.02168,-0.0297,0.00802,,0.0
20260331,20260401,46,64,5,4.514,0.01786,0.08560000000000001,-0.06774000000000001,0.050252,1.0
20260410,20260413,140,7,4,1.7250000000000005,0.0142,-0.0086,0.0228,,0.0
20260514,20260515,48,1,1,2.9000000000000004,-0.022799999999999997,-0.061200000000000004,0.038400000000000004,,0.0
20260604,20260606,42,11,4,5.345000000000001,-0.005349999999999999,-0.0554,0.05005,-0.025950000000000008,0.5
20260606,20260608,187,147,5,6.8500000000000005,-0.0458,-0.08289999999999999,0.03709999999999999,,0.0
