window_months,window_start,window_end,n,alpha,beta,corr,r2,rmse,latest_adp_initial,latest_payems_initial,latest_fitted,latest_residual
36,2020-07-01,2023-06-01,36,530.4774417509833,-0.27947732997610736,-0.14462318219190437,0.02091586482731278,351.20868703741127,497.0,209.0,391.5772087528579,-182.57720875285793
36,2020-08-01,2023-07-01,36,281.2186328026936,0.4463005197681786,0.25163159106183786,0.06331845762031207,271.114055240652,324.0,187.0,425.82000120758346,-238.82000120758346
36,2020-09-01,2023-08-01,36,224.29097925195603,0.5319572726941952,0.36624577772638384,0.13413596970240393,214.52209484807486,177.0,187.0,318.4474165188286,-131.44741651882862
36,2020-10-01,2023-09-01,36,203.79538052468325,0.5746891096900884,0.4084178547454427,0.16680514407486957,205.90397394760538,89.0,336.0,254.94271128710113,81.05728871289887
36,2020-11-01,2023-10-01,36,181.75332467943468,0.6114588540725835,0.4446748938545674,0.1977357612245707,200.30408097128122,113.0,150.0,250.8481751896366,-100.8481751896366
36,2020-12-01,2023-11-01,36,179.20738368195626,0.6175087662128539,0.44959953292229543,0.2021397400039463,200.42794301613645,103.0,199.0,242.8107866018802,-43.81078660188021
36,2021-01-01,2023-12-01,36,215.6729301602883,0.5122907381906138,0.37690520572909325,0.14205753410569022,194.30722241487177,164.0,216.0,299.68861122354895,-83.68861122354895
36,2021-02-01,2024-01-01,36,245.33602643595492,0.42988155374157766,0.30184365846862504,0.09110959415772413,193.48497513438738,107.0,353.0,291.3333526863037,61.666647313696274
36,2021-03-01,2024-02-01,36,242.8380815456323,0.4368292252768454,0.31008655924390915,0.09615367422372645,193.53661441883926,140.0,275.0,303.99417308439064,-28.99417308439064
36,2021-04-01,2024-03-01,36,228.63891281007653,0.4317342337189013,0.34603647629077733,0.11974124292373767,170.34981005709002,184.0,303.0,308.07801181435434,-5.0780118143543405
36,2021-05-01,2024-04-01,36,223.10237312770437,0.4433717452689488,0.35283084465132236,0.1244896049373655,171.5796770572619,192.0,175.0,308.2297482193425,-133.22974821934253
36,2021-06-01,2024-05-01,36,227.86239429980805,0.4122336760473945,0.32782298145066274,0.10746790716720156,170.34542762175155,152.0,272.0,290.52191305901204,-18.521913059012036
36,2021-07-01,2024-06-01,36,211.52450019265657,0.4125094949014053,0.3739802638100913,0.13986123771946546,148.16917397701968,150.0,206.0,273.4009244278674,-67.40092442786738
36,2021-08-01,2024-07-01,36,254.17533526459206,0.18022025494457797,0.19429609889855579,0.037750974047197294,122.37732313415641,122.0,114.0,276.16220636783055,-162.16220636783055
36,2021-09-01,2024-08-01,36,221.68858912224925,0.31403591871280556,0.2994640893668464,0.08967874082031468,121.2013231737516,99.0,142.0,252.77814507481702,-110.77814507481702
36,2021-10-01,2024-09-01,36,218.62669733831126,0.34096825292507227,0.3278453469551382,0.10748257152013485,119.07735063200936,143.0,254.0,267.3851575065966,-13.385157506596613
36,2021-11-01,2024-10-01,36,211.06249063065675,0.3148682439746244,0.29578182020832394,0.0874868851657492,122.68729105758554,233.0,12.0,284.42679147674426,-272.42679147674426
36,2021-12-01,2024-11-01,36,192.0560297663429,0.41465900397982003,0.36525311209843675,0.13340983589759314,119.33030061159022,146.0,227.0,252.59624434739663,-25.596244347396635
36,2022-01-01,2024-12-01,36,186.70515587898194,0.459065112450209,0.40209069773177814,0.16167692920242815,116.69707107040078,122.0,256.0,242.71109959790743,13.288900402092565
36,2022-02-01,2025-01-01,36,186.80665810896335,0.42782522475389967,0.3695672337874886,0.1365799402893363,116.97486346672801,183.0,143.0,265.098674238927,-122.098674238927
36,2022-03-01,2025-02-01,36,198.99306030656464,0.31475108983726874,0.3135544563291359,0.09831639708385986,102.49148619392867,77.0,151.0,223.22889422403435,-72.22889422403435
36,2022-04-01,2025-03-01,36,207.22882125949042,0.25672160642004,0.2491368817592031,0.06206918585269916,101.00522679998434,155.0,228.0,247.0206702545966,-19.02067025459661
36,2022-05-01,2025-04-01,36,216.17267448561637,0.1868381325604343,0.17328835868075904,0.030028855254271458,99.51770128578028,62.0,177.0,227.7566387043633,-50.7566387043633
36,2022-06-01,2025-05-01,36,215.1087224357296,0.16307546169499543,0.15074222101164414,0.022723217195523393,98.73974068453184,37.0,139.0,221.14251451844441,-82.14251451844441
36,2022-07-01,2025-06-01,36,214.909801136106,0.13805240424013707,0.12898569129203885,0.016637308558084984,97.89812685356966,-33.0,147.0,210.3540717961815,-63.3540717961815
36,2022-08-01,2025-07-01,36,213.7498833502044,0.07128276912694727,0.07264453200056602,0.0052772280295813045,89.23922897270421,104.0,73.0,221.16329133940692,-148.16329133940692
36,2022-09-01,2025-08-01,36,193.66249017031433,0.1467689455766952,0.14465434754189732,0.02092488026277206,93.16261880846915,54.0,22.0,201.58801323145588,-179.58801323145588
36,2022-10-01,2025-09-01,36,185.7676063065356,0.17848267768704232,0.18308180952908604,0.03351894898044461,93.56654223516705,-32.0,119.0,180.05616062055026,-61.05616062055026
36,2022-11-01,2025-10-01,36,164.32199166758596,0.26118243673231584,0.23710284653090824,0.05621775983305932,105.0997048624154,42.0,-105.0,175.29165401034322,-280.2916540103432
36,2022-12-01,2025-11-01,36,153.39057609264822,0.30678888343598615,0.2858719700159374,0.08172278324079307,105.4545811952238,-32.0,64.0,143.57333182269667,-79.57333182269667
36,2023-01-01,2025-12-01,36,146.0349080775804,0.33716244664935885,0.307599626192601,0.09461753003382767,107.11865360605402,41.0,50.0,159.8585683902041,-109.85856839020411
36,2023-02-01,2026-01-01,36,131.6467854975767,0.36968471255354013,0.39079058618461937,0.1527172822505184,90.86986477674404,22.0,130.0,139.7798491737546,-9.779849173754599
36,2023-03-01,2026-02-01,36,119.96257977885247,0.3874437651962938,0.37801835427985914,0.14289787617245298,98.16210071247872,63.0,-92.0,144.37153698621898,-236.37153698621898
