term,coefficient,std_error,t_stat,train_n,train_r2,train_adj_r2,train_rmse,test_n,test_r2,test_rmse,test_mae
intercept,146.0349080775804,30.825363043049812,4.737491911243098,36,0.09461753003382767,0.06798863385835197,107.11865360605402,6,-0.7235516082850513,120.84715879352623,83.13680225514933
adp_initial_change_thousands,0.33716244664935885,0.17886689808391695,1.8849907403838142,36,0.09461753003382767,0.06798863385835197,107.11865360605402,6,-0.7235516082850513,120.84715879352623,83.13680225514933
