sample,start,end,n,corr,intercept,beta_adp,t_adp,p_adp,r2,adj_r2,rmse,mae
all_2020_01_2026_06,2020-01-01,2026-06-01,78,0.9081111203568585,-167.5431907787501,2.6183376683832322,18.906558401120506,1.852341947055881e-30,0.824665806915789,0.8223587780594177,975.9845600416594,459.98578908778796
exclude_covid_2020_03_to_2020_06,2020-01-01,2026-06-01,74,0.1171719067105576,253.3703201952906,0.13038358484985207,1.0011327529584584,0.3201154234814249,0.013729255722187195,3.105094055100288e-05,257.92339190085164,174.56350081112987
from_2021_01,2021-01-01,2026-06-01,66,0.6169223953850941,98.99175107550873,0.6971129451213535,6.270938671245884,3.467513063651159e-08,0.3805932419276826,0.3709150113328027,137.95123631821517,93.45120557425174
from_2022_08,2022-08-01,2026-06-01,47,0.3068118483890278,124.29744818001443,0.3009876442474318,2.1624510570661752,0.03593674733506445,0.09413351031189188,0.07400314387437845,89.4967039593368,66.744672277592
