series_id,target_date,vintage_date,level,monthly_change_thousands
USGOVT,2025-07-01,2026-07-02,23585.0,-1.0
USGOVT,2025-08-01,2026-07-02,23535.0,-50.0
USGOVT,2025-09-01,2026-07-02,23543.0,8.0
USGOVT,2025-10-01,2026-07-02,23390.0,-153.0
USGOVT,2025-11-01,2026-07-02,23359.0,-31.0
USGOVT,2025-12-01,2026-07-02,23349.0,-10.0
USGOVT,2026-01-01,2026-07-02,23329.0,-20.0
USGOVT,2026-02-01,2026-07-02,23321.0,-8.0
USGOVT,2026-03-01,2026-07-02,23333.0,12.0
USGOVT,2026-04-01,2026-07-02,23331.0,-2.0
USGOVT,2026-05-01,2026-07-02,23363.0,32.0
USGOVT,2026-06-01,2026-07-02,23371.0,8.0
USPRIV,2020-01-01,2026-07-02,129250.0,182.0
USPRIV,2020-02-01,2026-07-02,129436.0,186.0
USPRIV,2020-03-01,2026-07-02,128068.0,-1368.0
USPRIV,2020-04-01,2026-07-02,108517.0,-19551.0
USPRIV,2020-05-01,2026-07-02,111647.0,3130.0
USPRIV,2020-06-01,2026-07-02,116259.0,4612.0
USPRIV,2020-07-01,2026-07-02,117741.0,1482.0
USPRIV,2020-08-01,2026-07-02,118821.0,1080.0
USPRIV,2020-09-01,2026-07-02,119841.0,1020.0
USPRIV,2020-10-01,2026-07-02,120655.0,814.0
USPRIV,2020-11-01,2026-07-02,121050.0,395.0
USPRIV,2020-12-01,2026-07-02,120870.0,-180.0
USPRIV,2021-01-01,2026-07-02,121122.0,252.0
USPRIV,2021-02-01,2026-07-02,121626.0,504.0
USPRIV,2021-03-01,2026-07-02,122388.0,762.0
USPRIV,2021-04-01,2026-07-02,122694.0,306.0
USPRIV,2021-05-01,2026-07-02,123136.0,442.0
USPRIV,2021-06-01,2026-07-02,123789.0,653.0
USPRIV,2021-07-01,2026-07-02,124723.0,934.0
USPRIV,2021-08-01,2026-07-02,125178.0,455.0
USPRIV,2021-09-01,2026-07-02,125669.0,491.0
USPRIV,2021-10-01,2026-07-02,126545.0,876.0
USPRIV,2021-11-01,2026-07-02,127184.0,639.0
USPRIV,2021-12-01,2026-07-02,127754.0,570.0
USPRIV,2022-01-01,2026-07-02,127957.0,203.0
USPRIV,2022-02-01,2026-07-02,128793.0,836.0
USPRIV,2022-03-01,2026-07-02,129282.0,489.0
USPRIV,2022-04-01,2026-07-02,129554.0,272.0
USPRIV,2022-05-01,2026-07-02,129799.0,245.0
USPRIV,2022-06-01,2026-07-02,130216.0,417.0
USPRIV,2022-07-01,2026-07-02,130766.0,550.0
USPRIV,2022-08-01,2026-07-02,131056.0,290.0
USPRIV,2022-09-01,2026-07-02,131285.0,229.0
USPRIV,2022-10-01,2026-07-02,131646.0,361.0
USPRIV,2022-11-01,2026-07-02,131863.0,217.0
USPRIV,2022-12-01,2026-07-02,131977.0,114.0
USPRIV,2023-01-01,2026-07-02,132292.0,315.0
USPRIV,2023-02-01,2026-07-02,132528.0,236.0
USPRIV,2023-03-01,2026-07-02,132554.0,26.0
USPRIV,2023-04-01,2026-07-02,132733.0,179.0
USPRIV,2023-05-01,2026-07-02,132933.0,200.0
USPRIV,2023-06-01,2026-07-02,133088.0,155.0
USPRIV,2023-07-01,2026-07-02,133206.0,118.0
USPRIV,2023-08-01,2026-07-02,133354.0,148.0
USPRIV,2023-09-01,2026-07-02,133469.0,115.0
USPRIV,2023-10-01,2026-07-02,133583.0,114.0
USPRIV,2023-11-01,2026-07-02,133667.0,84.0
USPRIV,2023-12-01,2026-07-02,133766.0,99.0
USPRIV,2024-01-01,2026-07-02,133892.0,126.0
USPRIV,2024-02-01,2026-07-02,134027.0,135.0
USPRIV,2024-03-01,2026-07-02,134170.0,143.0
USPRIV,2024-04-01,2026-07-02,134233.0,63.0
USPRIV,2024-05-01,2026-07-02,134278.0,45.0
USPRIV,2024-06-01,2026-07-02,134356.0,78.0
USPRIV,2024-07-01,2026-07-02,134348.0,-8.0
USPRIV,2024-08-01,2026-07-02,134321.0,-27.0
USPRIV,2024-09-01,2026-07-02,134463.0,142.0
USPRIV,2024-10-01,2026-07-02,134459.0,-4.0
USPRIV,2024-11-01,2026-07-02,134575.0,116.0
USPRIV,2024-12-01,2026-07-02,134787.0,212.0
USPRIV,2025-01-01,2026-07-02,134711.0,-76.0
USPRIV,2025-02-01,2026-07-02,134751.0,40.0
USPRIV,2025-03-01,2026-07-02,134818.0,67.0
USPRIV,2025-04-01,2026-07-02,134917.0,99.0
USPRIV,2025-05-01,2026-07-02,134937.0,20.0
USPRIV,2025-06-01,2026-07-02,134892.0,-45.0
USPRIV,2025-07-01,2026-07-02,134957.0,65.0
USPRIV,2025-08-01,2026-07-02,134937.0,-20.0
USPRIV,2025-09-01,2026-07-02,135005.0,68.0
USPRIV,2025-10-01,2026-07-02,135018.0,13.0
USPRIV,2025-11-01,2026-07-02,135090.0,72.0
USPRIV,2025-12-01,2026-07-02,135083.0,-7.0
USPRIV,2026-01-01,2026-07-02,135263.0,180.0
USPRIV,2026-02-01,2026-07-02,135115.0,-148.0
USPRIV,2026-03-01,2026-07-02,135317.0,202.0
USPRIV,2026-04-01,2026-07-02,135467.0,150.0
USPRIV,2026-05-01,2026-07-02,135564.0,97.0
USPRIV,2026-06-01,2026-07-02,135613.0,49.0
