model,start_month,end_month,n,equation,alpha,beta,r2,adj_r2,corr,se_alpha,se_beta,t_alpha,t_beta,rmse,residual_std_error,x_mean,x_sample_std,y_mean,y_sample_std
raw_initial,2020-09-01,2026-06-01,70,PAYEMS_initial = alpha + beta * ADP_initial,116.05206980736139,0.7792078966720929,0.320355558136843,0.3103607869329731,0.5659996096613875,34.393502215949724,0.137633337687231,3.3742440382690404,5.6614764254488055,174.96875830567427,177.52318186698147,196.67142857142858,155.27691219784646,269.3,213.76869186854375
zscore_initial,2020-09-01,2026-06-01,70,Z_PAYEMS_initial = alpha + beta * Z_ADP_initial,-2.2247300715112416e-17,0.5659996096613874,0.3203555581368429,0.310360786932973,0.5659996096613875,0.0992571849192812,0.09997385260091739,-2.2413793755287903e-16,5.661476425448805,0.8184957150473215,0.8304451896826346,-4.4408920985006264e-17,1.0,-4.738273265810936e-17,1.0
